
Sample,Date,GMT,Air/Ground,Altitude,Airspeed,FLT Number,Flap Handle-Pos,Flap Posn-L,Flap Posn-R,FlapSkew 1 Pos,FlapSkew 2 Pos,FlapSkew 3 Pos,FlapSkew 4 Pos,FlapSkew 5 Pos,FlapSkew 6 Pos,FlapSkew 7 Pos,FlapSkew 8 Pos,FlapsSkew 1to8 ,FlapsSkew 2to7 ,FlapsSkew 3to6 ,FlapsSkew 4to5 ,
2124,03:24,14:10:19,AIR ,23348.0,255.5,,0.0,,0.0,,,20,,,,,,normal,normal,normal,normal,
2125,03:24,14:10:20,AIR ,23319.0,255.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2126,03:24,14:10:21,AIR ,23285.0,255.5,,0.0,,0.0,,,,,,,,-168,normal,normal,normal,normal,
2127,03:24,14:10:22,AIR ,23255.0,255.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2128,03:24,14:10:23,AIR ,23225.0,255.8,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
2129,03:24,14:10:24,AIR ,23193.0,256.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2130,03:24,14:10:25,AIR ,23163.0,255.8,,0.0,,0.0,,-69,,,,,,,normal,normal,normal,normal,
2131,03:24,14:10:26,AIR ,23133.0,256.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2132,03:24,14:10:27,AIR ,23102.0,255.8,,0.0,,0.0,,,,-50,,,,,normal,normal,normal,normal,
2133,03:24,14:10:28,AIR ,23072.0,255.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2134,03:24,14:10:29,AIR ,23044.0,255.8,,0.0,,0.0,,,,,,,-63,,normal,normal,normal,normal,
2135,03:24,14:10:30,AIR ,23011.0,255.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2136,03:24,14:10:31,AIR ,22980.0,255.3,,0.0,,0.0,,,,,-54,,,,normal,normal,normal,normal,
2137,03:24,14:10:32,AIR ,22951.0,255.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2138,03:24,14:10:33,AIR ,22919.0,255.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2139,03:24,14:10:34,AIR ,22887.0,254.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2140,03:24,14:10:35,AIR ,22856.0,254.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2141,03:24,14:10:36,AIR ,22827.0,254.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2142,03:24,14:10:37,AIR ,22795.0,254.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2143,03:24,14:10:38,AIR ,22762.0,255.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2144,03:24,14:10:39,AIR ,22733.0,255.3,GIA217  ,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2145,03:24,14:10:40,AIR ,22702.0,255.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2146,03:24,14:10:41,AIR ,22669.0,255.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2147,03:24,14:10:42,AIR ,22639.0,255.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2148,03:24,14:10:43,AIR ,22610.0,255.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2149,03:24,14:10:44,AIR ,22577.0,255.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2150,03:24,14:10:45,AIR ,22547.0,255.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2151,03:24,14:10:46,AIR ,22517.0,255.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2152,03:24,14:10:47,AIR ,22485.0,255.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2153,03:24,14:10:48,AIR ,22454.0,255.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2154,03:24,14:10:49,AIR ,22425.0,256.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2155,03:24,14:10:50,AIR ,22394.0,255.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2156,03:24,14:10:51,AIR ,22362.0,255.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2157,03:24,14:10:52,AIR ,22332.0,255.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2158,03:24,14:10:53,AIR ,22305.0,255.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2159,03:24,14:10:54,AIR ,22271.0,255.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2160,03:24,14:10:55,AIR ,22241.0,255.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2161,03:24,14:10:56,AIR ,22210.0,255.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2162,03:24,14:10:57,AIR ,22180.0,255.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2163,03:24,14:10:58,AIR ,22149.0,254.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2164,03:24,14:10:59,AIR ,22119.0,255.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2165,03:24,14:11:00,AIR ,22087.0,255.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2166,03:24,14:11:01,AIR ,22057.0,255.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2167,03:24,14:11:02,AIR ,22026.0,255.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2168,03:24,14:11:03,AIR ,21994.0,255.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2169,03:24,14:11:04,AIR ,21964.0,254.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2170,03:24,14:11:05,AIR ,21934.0,254.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2171,03:24,14:11:06,AIR ,21904.0,254.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2172,03:24,14:11:07,AIR ,21872.0,254.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2173,03:24,14:11:08,AIR ,21841.0,254.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2174,03:24,14:11:09,AIR ,21812.0,254.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2175,03:24,14:11:10,AIR ,21780.0,254.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2176,03:24,14:11:11,AIR ,21751.0,255.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2177,03:24,14:11:12,AIR ,21722.0,255.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2178,03:24,14:11:13,AIR ,21691.0,255.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2179,03:24,14:11:14,AIR ,21662.0,256.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2180,03:24,14:11:15,AIR ,21632.0,256.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2181,03:24,14:11:16,AIR ,21602.0,256.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2182,03:24,14:11:17,AIR ,21573.0,256.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2183,03:24,14:11:18,AIR ,21544.0,256.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2184,03:24,14:11:19,AIR ,21516.0,256.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2185,03:24,14:11:20,AIR ,21487.0,256.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2186,03:24,14:11:21,AIR ,21457.0,256.5,,0.0,,0.0,-161,,,,,,,,normal,normal,normal,normal,
2187,03:24,14:11:22,AIR ,21429.0,256.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2188,03:24,14:11:23,AIR ,21398.0,256.0,,0.0,,0.0,,,20,,,,,,normal,normal,normal,normal,
2189,03:24,14:11:24,AIR ,21368.0,256.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2190,03:24,14:11:25,AIR ,21338.0,256.0,,0.0,,0.0,,,,,,,,-168,normal,normal,normal,normal,
2191,03:24,14:11:26,AIR ,21307.0,256.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2192,03:24,14:11:27,AIR ,21276.0,256.0,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
2193,03:24,14:11:28,AIR ,21246.0,256.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2194,03:24,14:11:29,AIR ,21214.0,256.3,,0.0,,0.0,,-69,,,,,,,normal,normal,normal,normal,
2195,03:24,14:11:30,AIR ,21184.0,256.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2196,03:24,14:11:31,AIR ,21154.0,256.0,,0.0,,0.0,,,,-50,,,,,normal,normal,normal,normal,
2197,03:24,14:11:32,AIR ,21123.0,256.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2198,03:24,14:11:33,AIR ,21090.0,256.8,,0.0,,0.0,,,,,,,-63,,normal,normal,normal,normal,
2199,03:24,14:11:34,AIR ,21061.0,256.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2200,03:24,14:11:35,AIR ,21031.0,256.8,,0.0,,0.0,,,,,-54,,,,normal,normal,normal,normal,
2201,03:24,14:11:36,AIR ,21000.0,256.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2202,03:24,14:11:37,AIR ,20971.0,257.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2203,03:24,14:11:38,AIR ,20941.0,257.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2204,03:24,14:11:39,AIR ,20910.0,257.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2205,03:24,14:11:40,AIR ,20881.0,256.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2206,03:24,14:11:41,AIR ,20853.0,256.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2207,03:24,14:11:42,AIR ,20822.0,256.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2208,03:24,14:11:43,AIR ,20793.0,256.3,GIA217  ,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2209,03:24,14:11:44,AIR ,20763.0,256.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2210,03:24,14:11:45,AIR ,20734.0,256.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2211,03:24,14:11:46,AIR ,20702.0,256.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2212,03:24,14:11:47,AIR ,20674.0,256.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2213,03:24,14:11:48,AIR ,20644.0,256.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2214,03:24,14:11:49,AIR ,20613.0,256.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2215,03:24,14:11:50,AIR ,20583.0,256.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2216,03:24,14:11:51,AIR ,20554.0,256.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2217,03:24,14:11:52,AIR ,20522.0,256.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2218,03:24,14:11:53,AIR ,20491.0,256.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2219,03:24,14:11:54,AIR ,20461.0,256.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2220,03:24,14:11:55,AIR ,20428.0,256.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2221,03:24,14:11:56,AIR ,20398.0,256.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2222,03:24,14:11:57,AIR ,20368.0,256.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2223,03:24,14:11:58,AIR ,20338.0,256.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2224,03:24,14:11:59,AIR ,20306.0,257.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2225,03:24,14:12:00,AIR ,20277.0,257.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2226,03:24,14:12:01,AIR ,20247.0,257.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2227,03:24,14:12:02,AIR ,20218.0,257.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2228,03:24,14:12:03,AIR ,20189.0,258.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2229,03:24,14:12:04,AIR ,20160.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2230,03:24,14:12:05,AIR ,20130.0,258.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2231,03:24,14:12:06,AIR ,20102.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2232,03:24,14:12:07,AIR ,20073.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2233,03:24,14:12:08,AIR ,20043.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2234,03:24,14:12:09,AIR ,20014.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2235,03:24,14:12:10,AIR ,19986.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2236,03:24,14:12:11,AIR ,19956.0,259.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2237,03:24,14:12:12,AIR ,19925.0,259.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2238,03:24,14:12:13,AIR ,19897.0,259.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2239,03:24,14:12:14,AIR ,19867.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2240,03:24,14:12:15,AIR ,19836.0,259.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2241,03:24,14:12:16,AIR ,19805.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2242,03:24,14:12:17,AIR ,19775.0,259.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2243,03:24,14:12:18,AIR ,19743.0,259.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2244,03:24,14:12:19,AIR ,19713.0,259.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2245,03:24,14:12:20,AIR ,19683.0,259.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2246,03:24,14:12:21,AIR ,19652.0,259.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2247,03:24,14:12:22,AIR ,19623.0,259.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2248,03:24,14:12:23,AIR ,19592.0,259.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2249,03:24,14:12:24,AIR ,19562.0,259.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2250,03:24,14:12:25,AIR ,19532.0,259.5,,0.0,,0.0,-161,,,,,,,,normal,normal,normal,normal,
2251,03:24,14:12:26,AIR ,19502.0,259.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2252,03:24,14:12:27,AIR ,19473.0,259.8,,0.0,,0.0,,,20,,,,,,normal,normal,normal,normal,
2253,03:24,14:12:28,AIR ,19440.0,259.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2254,03:24,14:12:29,AIR ,19410.0,260.0,,0.0,,0.0,,,,,,,,-168,normal,normal,normal,normal,
2255,03:24,14:12:30,AIR ,19382.0,260.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2256,03:24,14:12:31,AIR ,19351.0,260.3,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
2257,03:24,14:12:32,AIR ,19321.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2258,03:24,14:12:33,AIR ,19292.0,260.5,,0.0,,0.0,,-69,,,,,,,normal,normal,normal,normal,
2259,03:24,14:12:34,AIR ,19260.0,260.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2260,03:24,14:12:35,AIR ,19232.0,260.8,,0.0,,0.0,,,,-50,,,,,normal,normal,normal,normal,
2261,03:24,14:12:36,AIR ,19204.0,260.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2262,03:24,14:12:37,AIR ,19173.0,260.3,,0.0,,0.0,,,,,,,-63,,normal,normal,normal,normal,
2263,03:24,14:12:38,AIR ,19145.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2264,03:24,14:12:39,AIR ,19116.0,260.3,,0.0,,0.0,,,,,-54,,,,normal,normal,normal,normal,
2265,03:24,14:12:40,AIR ,19088.0,260.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2266,03:24,14:12:41,AIR ,19057.0,260.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2267,03:24,14:12:42,AIR ,19028.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2268,03:24,14:12:43,AIR ,19000.0,260.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2269,03:24,14:12:44,AIR ,18969.0,260.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2270,03:24,14:12:45,AIR ,18939.0,260.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2271,03:24,14:12:46,AIR ,18909.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2272,03:24,14:12:47,AIR ,18879.0,260.3,GIA217  ,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2273,03:24,14:12:48,AIR ,18847.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2274,03:24,14:12:49,AIR ,18819.0,260.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2275,03:24,14:12:50,AIR ,18787.0,260.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2276,03:24,14:12:51,AIR ,18757.0,260.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2277,03:24,14:12:52,AIR ,18729.0,260.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2278,03:24,14:12:53,AIR ,18700.0,260.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2279,03:24,14:12:54,AIR ,18668.0,260.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2280,03:24,14:12:55,AIR ,18640.0,260.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2281,03:24,14:12:56,AIR ,18611.0,260.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2282,03:24,14:12:57,AIR ,18580.0,260.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2283,03:24,14:12:58,AIR ,18551.0,261.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2284,03:24,14:12:59,AIR ,18521.0,261.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2285,03:24,14:13:00,AIR ,18490.0,261.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2286,03:24,14:13:01,AIR ,18462.0,261.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2287,03:24,14:13:02,AIR ,18433.0,262.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2288,03:24,14:13:03,AIR ,18400.0,262.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2289,03:24,14:13:04,AIR ,18373.0,262.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2290,03:24,14:13:05,AIR ,18344.0,262.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2291,03:24,14:13:06,AIR ,18314.0,261.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2292,03:24,14:13:07,AIR ,18283.0,261.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2293,03:24,14:13:08,AIR ,18255.0,261.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2294,03:24,14:13:09,AIR ,18226.0,261.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2295,03:24,14:13:10,AIR ,18194.0,261.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2296,03:24,14:13:11,AIR ,18166.0,261.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2297,03:24,14:13:12,AIR ,18138.0,261.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2298,03:24,14:13:13,AIR ,18106.0,261.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2299,03:24,14:13:14,AIR ,18079.0,261.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2300,03:24,14:13:15,AIR ,18049.0,261.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2301,03:24,14:13:16,AIR ,18020.0,261.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2302,03:24,14:13:17,AIR ,17990.0,261.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2303,03:24,14:13:18,AIR ,17961.0,261.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2304,03:24,14:13:19,AIR ,17931.0,261.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2305,03:24,14:13:20,AIR ,17900.0,261.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2306,03:24,14:13:21,AIR ,17872.0,261.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2307,03:24,14:13:22,AIR ,17841.0,262.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2308,03:24,14:13:23,AIR ,17810.0,262.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2309,03:24,14:13:24,AIR ,17780.0,262.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2310,03:24,14:13:25,AIR ,17753.0,262.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2311,03:24,14:13:26,AIR ,17722.0,262.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2312,03:24,14:13:27,AIR ,17693.0,262.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2313,03:24,14:13:28,AIR ,17664.0,261.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2314,03:24,14:13:29,AIR ,17632.0,261.5,,0.0,,0.0,-161,,,,,,,,normal,normal,normal,normal,
2315,03:24,14:13:30,AIR ,17604.0,261.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2316,03:24,14:13:31,AIR ,17575.0,261.8,,0.0,,0.0,,,20,,,,,,normal,normal,normal,normal,
2317,03:24,14:13:32,AIR ,17546.0,261.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2318,03:24,14:13:33,AIR ,17515.0,262.0,,0.0,,0.0,,,,,,,,-168,normal,normal,normal,normal,
2319,03:24,14:13:34,AIR ,17487.0,262.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2320,03:24,14:13:35,AIR ,17460.0,261.8,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
2321,03:24,14:13:36,AIR ,17430.0,261.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2322,03:24,14:13:37,AIR ,17401.0,261.3,,0.0,,0.0,,-69,,,,,,,normal,normal,normal,normal,
2323,03:24,14:13:38,AIR ,17373.0,261.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2324,03:24,14:13:39,AIR ,17342.0,261.5,,0.0,,0.0,,,,-50,,,,,normal,normal,normal,normal,
2325,03:24,14:13:40,AIR ,17314.0,261.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2326,03:24,14:13:41,AIR ,17285.0,261.3,,0.0,,0.0,,,,,,,-63,,normal,normal,normal,normal,
2327,03:24,14:13:42,AIR ,17256.0,261.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2328,03:24,14:13:43,AIR ,17226.0,261.8,,0.0,,0.0,,,,,-54,,,,normal,normal,normal,normal,
2329,03:24,14:13:44,AIR ,17198.0,262.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2330,03:24,14:13:45,AIR ,17169.0,262.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2331,03:24,14:13:46,AIR ,17140.0,262.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2332,03:24,14:13:47,AIR ,17112.0,261.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2333,03:24,14:13:48,AIR ,17083.0,261.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2334,03:24,14:13:49,AIR ,17055.0,261.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2335,03:24,14:13:50,AIR ,17026.0,261.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2336,03:24,14:13:51,AIR ,16998.0,262.0,GIA217  ,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2337,03:24,14:13:52,AIR ,16968.0,262.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2338,03:24,14:13:53,AIR ,16939.0,262.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2339,03:24,14:13:54,AIR ,16912.0,262.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2340,03:24,14:13:55,AIR ,16881.0,262.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2341,03:24,14:13:56,AIR ,16853.0,262.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2342,03:24,14:13:57,AIR ,16824.0,262.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2343,03:24,14:13:58,AIR ,16796.0,262.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2344,03:24,14:13:59,AIR ,16767.0,262.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2345,03:24,14:14:00,AIR ,16739.0,262.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2346,03:24,14:14:01,AIR ,16709.0,262.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2347,03:24,14:14:02,AIR ,16677.0,262.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2348,03:24,14:14:03,AIR ,16644.0,262.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2349,03:24,14:14:04,AIR ,16611.0,262.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2350,03:24,14:14:05,AIR ,16571.0,262.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2351,03:24,14:14:06,AIR ,16532.0,262.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2352,03:24,14:14:07,AIR ,16492.0,263.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2353,03:24,14:14:08,AIR ,16450.0,263.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2354,03:24,14:14:09,AIR ,16410.0,263.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2355,03:24,14:14:10,AIR ,16375.0,263.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2356,03:24,14:14:11,AIR ,16339.0,263.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2357,03:24,14:14:12,AIR ,16305.0,263.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2358,03:24,14:14:13,AIR ,16274.0,262.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2359,03:24,14:14:14,AIR ,16247.0,262.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
